,AUD,BEF,CHF,DEM,DKK,ESP,FRF,GBP,ITL,NLG,SEK
21-Sep-94 ,0.7368,0.0314,0.7797,0.6462,0.1644,0.0078,0.1891,1.5785,0.0006,0.5763,0.1343
22-Sep-94 ,0.7360,0.0314,0.7785,0.6462,0.1643,0.0078,0.1891,1.5765,0.0006,0.5766,0.1342
23-Sep-94 ,0.7393,0.0315,0.7791,0.6479,0.1647,0.0078,0.1895,1.5820,0.0006,0.5782,0.1339
26-Sep-94 ,0.7398,0.0313,0.7767,0.6431,0.1638,0.0078,0.1883,1.5745,0.0006,0.5743,0.1337
27-Sep-94 ,0.7395,0.0314,0.7788,0.6460,0.1645,0.0078,0.1891,1.5770,0.0006,0.5767,0.1342
28-Sep-94 ,0.7405,0.0314,0.7788,0.6456,0.1644,0.0078,0.1891,1.5760,0.0006,0.5769,0.1342
29-Sep-94 ,0.7401,0.0314,0.7785,0.6462,0.1647,0.0078,0.1894,1.5795,0.0006,0.5769,0.1337
30-Sep-94 ,0.7403,0.0314,0.7771,0.6448,0.1645,0.0078,0.1890,1.5770,0.0006,0.5759,0.1336
03-Oct-94 ,0.7410,0.0313,0.7734,0.6434,0.1642,0.0078,0.1885,1.5785,0.0006,0.5745,0.1338
04-Oct-94 ,0.7385,0.0314,0.7761,0.6450,0.1648,0.0078,0.1888,1.5785,0.0006,0.5758,0.1353
05-Oct-94 ,0.7398,0.0315,0.7822,0.6485,0.1654,0.0078,0.1897,1.5860,0.0006,0.5788,0.1353
06-Oct-94 ,0.7398,0.0315,0.7809,0.6476,0.1654,0.0078,0.1895,1.5875,0.0006,0.5786,0.1360
07-Oct-94 ,0.7379,0.0315,0.7807,0.6470,0.1657,0.0078,0.1897,1.5860,0.0006,0.5782,0.1364
11-Oct-94 ,0.7364,0.0314,0.7752,0.6460,0.1649,0.0078,0.1889,1.5780,0.0006,0.5768,0.1349
12-Oct-94 ,0.7360,0.0315,0.7773,0.6484,0.1654,0.0078,0.1894,1.5815,0.0006,0.5789,0.1348
13-Oct-94 ,0.7377,0.0315,0.7788,0.6489,0.1655,0.0078,0.1894,1.5815,0.0006,0.5794,0.1353
14-Oct-94 ,0.7353,0.0320,0.7915,0.6578,0.1677,0.0079,0.1918,1.5917,0.0006,0.5867,0.1367
17-Oct-94 ,0.7352,0.0324,0.8009,0.6667,0.1699,0.0080,0.1941,1.6103,0.0007,0.5952,0.1386
18-Oct-94 ,0.7374,0.0324,0.8008,0.6658,0.1699,0.0080,0.1941,1.6130,0.0007,0.5942,0.1387
19-Oct-94 ,0.7357,0.0323,0.8026,0.6658,0.1700,0.0080,0.1941,1.6179,0.0007,0.5943,0.1388
20-Oct-94 ,0.7368,0.0323,0.8025,0.6664,0.1703,0.0080,0.1944,1.6225,0.0007,0.5944,0.1397
21-Oct-94 ,0.7315,0.0324,0.8016,0.6671,0.1704,0.0080,0.1947,1.6260,0.0007,0.5955,0.1401
24-Oct-94 ,0.7363,0.0324,0.8023,0.6680,0.1709,0.0080,0.1949,1.6280,0.0007,0.5958,0.1408
25-Oct-94 ,0.7364,0.0325,0.8032,0.6700,0.1716,0.0080,0.1957,1.6365,0.0007,0.5977,0.1416
26-Oct-94 ,0.7420,0.0325,0.8013,0.6689,0.1712,0.0080,0.1954,1.6325,0.0007,0.5969,0.1415
27-Oct-94 ,0.7433,0.0325,0.7991,0.6680,0.1710,0.0080,0.1952,1.6377,0.0007,0.5959,0.1409
28-Oct-94 ,0.7429,0.0322,0.7933,0.6623,0.1694,0.0080,0.1935,1.6225,0.0006,0.5914,0.1391
31-Oct-94 ,0.7426,0.0323,0.7968,0.6649,0.1699,0.0080,0.1942,1.6350,0.0006,0.5932,0.1391
01-Nov-94 ,0.7409,0.0325,0.8016,0.6684,0.1709,0.0080,0.1953,1.6325,0.0007,0.5958,0.1391
02-Nov-94 ,0.7425,0.0323,0.7974,0.6651,0.1698,0.0080,0.1939,1.6345,0.0006,0.5930,0.1384
03-Nov-94 ,0.7422,0.0319,0.7853,0.6566,0.1674,0.0079,0.1915,1.6125,0.0006,0.5858,0.1354
04-Nov-94 ,0.7496,0.0319,0.7868,0.6573,0.1678,0.0079,0.1917,1.6105,0.0006,0.5864,0.1361
07-Nov-94 ,0.7546,0.0321,0.7896,0.6608,0.1685,0.0079,0.1925,1.6165,0.0006,0.5891,0.1364
08-Nov-94 ,0.7529,0.0322,0.7943,0.6638,0.1692,0.0080,0.1931,1.6220,0.0006,0.5914,0.1375
09-Nov-94 ,0.7564,0.0318,0.7819,0.6543,0.1670,0.0078,0.1903,1.6060,0.0006,0.5836,0.1361
10-Nov-94 ,0.7546,0.0317,0.7776,0.6521,0.1669,0.0078,0.1898,1.5990,0.0006,0.5810,0.1369
14-Nov-94 ,0.7515,0.0315,0.7728,0.6492,0.1662,0.0078,0.1887,1.5885,0.0006,0.5779,0.1379
15-Nov-94 ,0.7534,0.0315,0.7696,0.6472,0.1654,0.0078,0.1884,1.5840,0.0006,0.5771,0.1365
16-Nov-94 ,0.7507,0.0313,0.7657,0.6447,0.1650,0.0078,0.1878,1.5720,0.0006,0.5759,0.1360
17-Nov-94 ,0.7536,0.0314,0.7701,0.6470,0.1655,0.0078,0.1883,1.5775,0.0006,0.5772,0.1363
18-Nov-94 ,0.7575,0.0312,0.7584,0.6433,0.1643,0.0077,0.1873,1.5675,0.0006,0.5738,0.1363
21-Nov-94 ,0.7620,0.0312,0.7567,0.6413,0.1640,0.0077,0.1868,1.5670,0.0006,0.5723,0.1359
22-Nov-94 ,0.7625,0.0312,0.7585,0.6431,0.1642,0.0077,0.1873,1.5700,0.0006,0.5739,0.1357
23-Nov-94 ,0.7601,0.0313,0.7608,0.6447,0.1645,0.0077,0.1877,1.5720,0.0006,0.5752,0.1357
24-Nov-94 ,0.7600,0.0312,0.7565,0.6419,0.1639,0.0077,0.1869,1.5615,0.0006,0.5725,0.1345
25-Nov-94 ,0.7594,0.0312,0.7561,0.6414,0.1637,0.0077,0.1867,1.5633,0.0006,0.5726,0.1339
28-Nov-94 ,0.7622,0.0311,0.7533,0.6392,0.1631,0.0076,0.1862,1.5625,0.0006,0.5703,0.1330
29-Nov-94 ,0.7632,0.0311,0.7545,0.6382,0.1630,0.0077,0.1861,1.5645,0.0006,0.5701,0.1327
30-Nov-94 ,0.7689,0.0310,0.7541,0.6376,0.1629,0.0076,0.1859,1.5670,0.0006,0.5694,0.1328
01-Dec-94 ,0.7682,0.0309,0.7513,0.6350,0.1625,0.0076,0.1852,1.5650,0.0006,0.5678,0.1326
02-Dec-94 ,0.7687,0.0309,0.7516,0.6344,0.1621,0.0076,0.1848,1.5605,0.0006,0.5669,0.1331
05-Dec-94 ,0.7703,0.0309,0.7539,0.6364,0.1625,0.0076,0.1852,1.5590,0.0006,0.5679,0.1336
06-Dec-94 ,0.7692,0.0309,0.7521,0.6353,0.1624,0.0076,0.1849,1.5605,0.0006,0.5677,0.1327
07-Dec-94 ,0.7697,0.0309,0.7533,0.6363,0.1624,0.0076,0.1853,1.5635,0.0006,0.5681,0.1333
08-Dec-94 ,0.7695,0.0308,0.7480,0.6343,0.1620,0.0076,0.1847,1.5635,0.0006,0.5662,0.1329
09-Dec-94 ,0.7747,0.0308,0.7477,0.6338,0.1619,0.0076,0.1846,1.5600,0.0006,0.5659,0.1331
12-Dec-94 ,0.7746,0.0309,0.7499,0.6357,0.1622,0.0076,0.1848,1.5640,0.0006,0.5674,0.1328
13-Dec-94 ,0.7753,0.0310,0.7516,0.6368,0.1623,0.0076,0.1847,1.5600,0.0006,0.5685,0.1328
14-Dec-94 ,0.7757,0.0309,0.7527,0.6366,0.1623,0.0076,0.1846,1.5615,0.0006,0.5686,0.1321
15-Dec-94 ,0.7780,0.0309,0.7544,0.6368,0.1623,0.0076,0.1847,1.5630,0.0006,0.5688,0.1328
16-Dec-94 ,0.7754,0.0309,0.7514,0.6362,0.1622,0.0076,0.1845,1.5630,0.0006,0.5684,0.1327
19-Dec-94 ,0.7769,0.0309,0.7513,0.6356,0.1619,0.0076,0.1843,1.5620,0.0006,0.5678,0.1323
20-Dec-94 ,0.7759,0.0309,0.7524,0.6363,0.1621,0.0076,0.1846,1.5605,0.0006,0.5687,0.1330
21-Dec-94 ,0.7750,0.0310,0.7543,0.6368,0.1622,0.0075,0.1844,1.5595,0.0006,0.5692,0.1336
22-Dec-94 ,0.7758,0.0308,0.7502,0.6335,0.1615,0.0075,0.1834,1.5465,0.0006,0.5659,0.1335
23-Dec-94 ,0.7773,0.0308,0.7499,0.6331,0.1615,0.0075,0.1834,1.5445,0.0006,0.5658,0.1335
28-Dec-94 ,0.7778,0.0310,0.7530,0.6365,0.1621,0.0075,0.1842,1.5435,0.0006,0.5680,0.1332
29-Dec-94 ,0.7764,0.0314,0.7642,0.6454,0.1644,0.0076,0.1869,1.5600,0.0006,0.5765,0.1346
30-Dec-94 ,0.7752,0.0314,0.7636,0.6454,0.1644,0.0076,0.1872,1.5655,0.0006,0.5766,0.1345
03-Jan-95 ,0.7705,0.0313,0.7622,0.6433,0.1638,0.0076,0.1866,1.5640,0.0006,0.5743,0.1342
04-Jan-95 ,0.7690,0.0311,0.7616,0.6408,0.1631,0.0075,0.1859,1.5615,0.0006,0.5716,0.1341
05-Jan-95 ,0.7680,0.0313,0.7677,0.6441,0.1640,0.0075,0.1868,1.5635,0.0006,0.5747,0.1339
06-Jan-95 ,0.7665,0.0312,0.7627,0.6411,0.1630,0.0075,0.1857,1.5515,0.0006,0.5721,0.1327
09-Jan-95 ,0.7625,0.0313,0.7725,0.6475,0.1647,0.0075,0.1877,1.5565,0.0006,0.5780,0.1339
10-Jan-95 ,0.7673,0.0315,0.7758,0.6500,0.1647,0.0075,0.1882,1.5598,0.0006,0.5790,0.1331
11-Jan-95 ,0.7702,0.0316,0.7767,0.6513,0.1651,0.0075,0.1885,1.5585,0.0006,0.5811,0.1332
12-Jan-95 ,0.7667,0.0318,0.7814,0.6551,0.1661,0.0075,0.1893,1.5717,0.0006,0.5840,0.1335
13-Jan-95 ,0.7574,0.0316,0.7749,0.6515,0.1651,0.0075,0.1883,1.5665,0.0006,0.5812,0.1330
16-Jan-95 ,0.7585,0.0317,0.7791,0.6532,0.1659,0.0075,0.1889,1.5695,0.0006,0.5828,0.1339
17-Jan-95 ,0.7590,0.0317,0.7776,0.6536,0.1659,0.0075,0.1889,1.5680,0.0006,0.5824,0.1343
18-Jan-95 ,0.7605,0.0317,0.7758,0.6538,0.1659,0.0075,0.1892,1.5705,0.0006,0.5833,0.1343
19-Jan-95 ,0.7660,0.0318,0.7803,0.6568,0.1663,0.0075,0.1896,1.5755,0.0006,0.5845,0.1337
20-Jan-95 ,0.7685,0.0321,0.7868,0.6614,0.1677,0.0076,0.1909,1.5875,0.0006,0.5900,0.1346
23-Jan-95 ,0.7677,0.0321,0.7880,0.6618,0.1677,0.0076,0.1911,1.5955,0.0006,0.5898,0.1343
24-Jan-95 ,0.7705,0.0321,0.7868,0.6613,0.1678,0.0076,0.1910,1.5970,0.0006,0.5894,0.1344
25-Jan-95 ,0.7652,0.0320,0.7840,0.6599,0.1672,0.0076,0.1905,1.5930,0.0006,0.5883,0.1337
26-Jan-95 ,0.7657,0.0321,0.7853,0.6609,0.1675,0.0076,0.1909,1.5915,0.0006,0.5898,0.1342
27-Jan-95 ,0.7624,0.0320,0.7852,0.6601,0.1672,0.0076,0.1902,1.5885,0.0006,0.5891,0.1341
30-Jan-95 ,0.7594,0.0322,0.7893,0.6647,0.1684,0.0076,0.1917,1.5940,0.0006,0.5935,0.1349
31-Jan-95 ,0.7570,0.0318,0.7788,0.6567,0.1663,0.0075,0.1892,1.5825,0.0006,0.5856,0.1335
01-Feb-95 ,0.7579,0.0319,0.7765,0.6566,0.1665,0.0076,0.1895,1.5810,0.0006,0.5857,0.1340
02-Feb-95 ,0.7586,0.0320,0.7782,0.6584,0.1670,0.0076,0.1899,1.5830,0.0006,0.5878,0.1344
03-Feb-95 ,0.7538,0.0318,0.7743,0.6557,0.1662,0.0075,0.1888,1.5653,0.0006,0.5850,0.1338
06-Feb-95 ,0.7514,0.0318,0.7725,0.6534,0.1659,0.0075,0.1887,1.5598,0.0006,0.5832,0.1344
07-Feb-95 ,0.7466,0.0317,0.7685,0.6510,0.1654,0.0076,0.1881,1.5574,0.0006,0.5812,0.1338
08-Feb-95 ,0.7448,0.0317,0.7712,0.6525,0.1658,0.0076,0.1887,1.5525,0.0006,0.5824,0.1340
09-Feb-95 ,0.7443,0.0318,0.7737,0.6547,0.1662,0.0076,0.1891,1.5565,0.0006,0.5840,0.1340
10-Feb-95 ,0.7452,0.0319,0.7785,0.6574,0.1668,0.0076,0.1899,1.5632,0.0006,0.5860,0.1351
13-Feb-95 ,0.7448,0.0320,0.7790,0.6578,0.1669,0.0076,0.1898,1.5634,0.0006,0.5868,0.1348
14-Feb-95 ,0.7440,0.0321,0.7825,0.6604,0.1679,0.0077,0.1906,1.5573,0.0006,0.5900,0.1355
15-Feb-95 ,0.7475,0.0321,0.7819,0.6616,0.1680,0.0077,0.1907,1.5600,0.0006,0.5901,0.1355
16-Feb-95 ,0.7456,0.0320,0.7937,0.6710,0.1699,0.0077,0.1927,1.5773,0.0006,0.5975,0.1358
17-Feb-95 ,0.7375,0.0326,0.7943,0.6720,0.1701,0.0077,0.1932,1.5765,0.0006,0.5993,0.1362
20-Feb-95 ,0.7371,0.0329,0.8026,0.6780,0.1719,0.0078,0.1948,1.5828,0.0006,0.6053,0.1370
21-Feb-95 ,0.7417,0.0327,0.8010,0.6773,0.1714,0.0077,0.1942,1.5820,0.0006,0.6041,0.1369
22-Feb-95 ,0.7385,0.0330,0.8010,0.6796,0.1719,0.0077,0.1946,1.5868,0.0006,0.6063,0.1371
23-Feb-95 ,0.7367,0.0330,0.8003,0.6805,0.1719,0.0077,0.1945,1.5925,0.0006,0.6068,0.1378
24-Feb-95 ,0.7373,0.0330,0.8014,0.6825,0.1720,0.0077,0.1939,1.5883,0.0006,0.6074,0.1376
27-Feb-95 ,0.7399,0.0333,0.8094,0.6865,0.1727,0.0078,0.1949,1.5836,0.0006,0.6124,0.1360
28-Feb-95 ,0.7382,0.0333,0.8107,0.6863,0.1725,0.0078,0.1950,1.5835,0.0006,0.6118,0.1365
01-Mar-95 ,0.7351,0.0331,0.8061,0.6823,0.1719,0.0078,0.1943,1.5840,0.0006,0.6086,0.1369
02-Mar-95 ,0.7373,0.0333,0.8087,0.6857,0.1725,0.0078,0.1949,1.5913,0.0006,0.6121,0.1363
03-Mar-95 ,0.7384,0.0338,0.8234,0.6969,0.1753,0.0079,0.1978,1.6223,0.0006,0.6211,0.1376
06-Mar-95 ,0.7395,0.0347,0.8547,0.7145,0.1771,0.0078,0.2017,1.6335,0.0006,0.6376,0.1385
07-Mar-95 ,0.7393,0.0349,0.8745,0.7284,0.1779,0.0078,0.2034,1.6440,0.0006,0.6470,0.1394
08-Mar-95 ,0.7395,0.0348,0.8606,0.7184,0.1785,0.0078,0.2015,1.6180,0.0006,0.6409,0.1396
10-Mar-95 ,0.7447,0.0342,0.8474,0.7087,0.1760,0.0077,0.1991,1.5815,0.0006,0.6311,0.1386
13-Mar-95 ,0.7466,0.0343,0.8524,0.7107,0.1764,0.0077,0.1992,1.5980,0.0006,0.6335,0.1371
14-Mar-95 ,0.7448,0.0343,0.8500,0.7077,0.1767,0.0077,0.1997,1.5865,0.0006,0.6310,0.1391
15-Mar-95 ,0.7460,0.0349,0.8707,0.7212,0.1793,0.0078,0.2026,1.6032,0.0006,0.6420,0.1391
16-Mar-95 ,0.7465,0.0348,0.8602,0.7153,0.1778,0.0078,0.2012,1.5865,0.0006,0.6395,0.1384
17-Mar-95 ,0.7343,0.0349,0.8696,0.7220,0.1788,0.0078,0.2019,1.5825,0.0006,0.6432,0.1381
20-Mar-95 ,0.7239,0.0347,0.8595,0.7136,0.1778,0.0078,0.2006,1.5805,0.0006,0.6365,0.1373
21-Mar-95 ,0.7268,0.0342,0.8500,0.7061,0.1764,0.0077,0.1999,1.5845,0.0006,0.6305,0.1376
22-Mar-95 ,0.7253,0.0345,0.8569,0.7112,0.1778,0.0077,0.2011,1.5865,0.0006,0.6349,0.1370
23-Mar-95 ,0.7256,0.0345,0.8580,0.7115,0.1779,0.0077,0.2009,1.5935,0.0006,0.6343,0.1365
24-Mar-95 ,0.7289,0.0343,0.8507,0.7040,0.1772,0.0077,0.2003,1.5890,0.0006,0.6301,0.1359
27-Mar-95 ,0.7255,0.0346,0.8628,0.7117,0.1794,0.0078,0.2023,1.5965,0.0006,0.6353,0.1379
28-Mar-95 ,0.7275,0.0347,0.8703,0.7181,0.1801,0.0078,0.2034,1.6100,0.0006,0.6408,0.1360
29-Mar-95 ,0.7234,0.0351,0.8764,0.7228,0.1813,0.0078,0.2050,1.6085,0.0006,0.6457,0.1363
30-Mar-95 ,0.7283,0.0344,0.8536,0.7084,0.1794,0.0078,0.2035,1.5990,0.0006,0.6327,0.1341
31-Mar-95 ,0.7330,0.0356,0.8830,0.7264,0.1835,0.0079,0.2079,1.6203,0.0006,0.6471,0.1352
03-Apr-95 ,0.7327,0.0354,0.8895,0.7282,0.1839,0.0079,0.2077,1.6157,0.0006,0.6510,0.1355
04-Apr-95 ,0.7330,0.0351,0.8796,0.7225,0.1825,0.0079,0.2062,1.6025,0.0006,0.6453,0.1355
05-Apr-95 ,0.7396,0.0352,0.8836,0.7245,0.1833,0.0079,0.2069,1.6069,0.0006,0.6464,0.1354
06-Apr-95 ,0.7405,0.0354,0.8869,0.7268,0.1847,0.0080,0.2087,1.6061,0.0006,0.6494,0.1355
07-Apr-95 ,0.7420,0.0352,0.8803,0.7225,0.1837,0.0080,0.2080,1.6018,0.0006,0.6458,0.1358
10-Apr-95 ,0.7413,0.0345,0.8620,0.7097,0.1847,0.0080,0.2039,1.5943,0.0006,0.6335,0.1361
11-Apr-95 ,0.7408,0.0347,0.8687,0.7135,0.1814,0.0080,0.2049,1.5950,0.0006,0.6371,0.1364
12-Apr-95 ,0.7426,0.0346,0.8645,0.7123,0.1815,0.0080,0.2045,1.5905,0.0006,0.6361,0.1358
13-Apr-95 ,0.7402,0.0350,0.8707,0.7197,0.1833,0.0081,0.2063,1.6067,0.0006,0.6427,0.1372
17-Apr-95 ,0.7421,0.0352,0.8873,0.7305,0.1856,0.0082,0.2090,1.6195,0.0006,0.6521,0.1392
18-Apr-95 ,0.7418,0.0356,0.8881,0.7331,0.1861,0.0082,0.2079,1.6135,0.0006,0.6541,0.1372
19-Apr-95 ,0.7353,0.0358,0.8952,0.7375,0.1864,0.0081,0.2074,1.6159,0.0006,0.6587,0.1370
20-Apr-95 ,0.7352,0.0353,0.8757,0.7244,0.1840,0.0081,0.2057,1.6135,0.0006,0.6494,0.1351
21-Apr-95 ,0.7315,0.0353,0.8803,0.7274,0.1841,0.0081,0.2048,1.6105,0.0006,0.6491,0.1350
24-Apr-95 ,0.7298,0.0354,0.8784,0.7276,0.1849,0.0081,0.2061,1.6050,0.0006,0.6502,0.1340
25-Apr-95 ,0.7278,0.0355,0.8838,0.7305,0.1857,0.0082,0.2074,1.6137,0.0006,0.6527,0.1360
26-Apr-95 ,0.7273,0.0353,0.8784,0.7263,0.1848,0.0081,0.2056,1.6105,0.0006,0.6476,0.1365
27-Apr-95 ,0.7280,0.0353,0.8814,0.7270,0.1844,0.0081,0.2052,1.6155,0.0006,0.6481,0.1380
28-Apr-95 ,0.7274,0.0350,0.8730,0.7212,0.1837,0.0081,0.2034,1.6095,0.0006,0.6443,0.1371
01-May-95 ,0.7285,0.0349,0.8741,0.7193,0.1830,0.0081,0.2020,1.6185,0.0006,0.6422,0.1376
02-May-95 ,0.7298,0.0352,0.8815,0.7257,0.1844,0.0081,0.2032,1.6120,0.0006,0.6479,0.1370
03-May-95 ,0.7330,0.0353,0.8830,0.7281,0.1852,0.0082,0.2045,1.6170,0.0006,0.6499,0.1378
04-May-95 ,0.7413,0.0354,0.8850,0.7307,0.1858,0.0082,0.2052,1.6180,0.0006,0.6533,0.1379
05-May-95 ,0.7420,0.0353,0.8834,0.7290,0.1856,0.0082,0.2043,1.5990,0.0006,0.6508,0.1377
08-May-95 ,0.7390,0.0356,0.8897,0.7334,0.1868,0.0082,0.2069,1.6080,0.0006,0.6551,0.1392
09-May-95 ,0.7308,0.0354,0.8834,0.7289,0.1860,0.0083,0.2063,1.5885,0.0006,0.6510,0.1395
10-May-95 ,0.7293,0.0350,0.8665,0.7187,0.1836,0.0083,0.2050,1.5815,0.0006,0.6424,0.1394
11-May-95 ,0.7333,0.0344,0.8443,0.6966,0.1804,0.0082,0.2008,1.5550,0.0006,0.6299,0.1364
12-May-95 ,0.7410,0.0337,0.8299,0.6916,0.1777,0.0080,0.1978,1.5710,0.0006,0.6188,0.1359
15-May-95 ,0.7337,0.0336,0.8276,0.6925,0.1774,0.0080,0.1976,1.5662,0.0006,0.6185,0.1359
16-May-95 ,0.7275,0.0339,0.8348,0.6967,0.1781,0.0080,0.1977,1.5690,0.0006,0.6225,0.1368
17-May-95 ,0.7307,0.0338,0.8333,0.6959,0.1776,0.0080,0.1958,1.5690,0.0006,0.6217,0.1356
18-May-95 ,0.7178,0.0334,0.8220,0.6865,0.1758,0.0079,0.1934,1.5623,0.0006,0.6132,0.1345
19-May-95 ,0.7152,0.0338,0.8330,0.6943,0.1776,0.0080,0.1959,1.5735,0.0006,0.6208,0.1354
23-May-95 ,0.7183,0.0338,0.8309,0.6916,0.1768,0.0079,0.1948,1.5660,0.0006,0.6182,0.1346
24-May-95 ,0.7175,0.0338,0.8340,0.6947,0.1780,0.0080,0.1957,1.5760,0.0006,0.6213,0.1353
25-May-95 ,0.7195,0.0342,0.8587,0.7125,0.1822,0.0082,0.2007,1.6040,0.0006,0.6357,0.1379
26-May-95 ,0.7194,0.0353,0.8792,0.7255,0.1856,0.0083,0.2058,1.6045,0.0006,0.6479,0.1376
29-May-95 ,0.7180,0.0350,0.8741,0.7207,0.1841,0.0083,0.2042,1.5975,0.0006,0.6431,0.1376
30-May-95 ,0.7208,0.0351,0.8745,0.7207,0.1843,0.0083,0.2041,1.6015,0.0006,0.6439,0.1378
31-May-95 ,0.7183,0.0345,0.8565,0.7074,0.1812,0.0082,0.2015,1.5865,0.0006,0.6321,0.1362
01-Jun-95 ,0.7155,0.0344,0.8540,0.7060,0.1807,0.0081,0.2009,1.5945,0.0006,0.6303,0.1365
02-Jun-95 ,0.7168,0.0344,0.8554,0.7055,0.1808,0.0081,0.2008,1.5870,0.0006,0.6303,0.1364
05-Jun-95 ,0.7146,0.0348,0.8659,0.7120,0.1826,0.0083,0.2034,1.5959,0.0006,0.6369,0.1385
06-Jun-95 ,0.7177,0.0344,0.8551,0.7059,0.1812,0.0082,0.2014,1.5905,0.0006,0.6323,0.1382
07-Jun-95 ,0.7206,0.0346,0.8639,0.7115,0.1823,0.0082,0.2020,1.5945,0.0006,0.6363,0.1387
08-Jun-95 ,0.7229,0.0344,0.8561,0.7063,0.1811,0.0082,0.2009,1.5926,0.0006,0.6325,0.1384
09-Jun-95 ,0.7201,0.0347,0.8632,0.7129,0.1826,0.0082,0.2030,1.5943,0.0006,0.6377,0.1386
12-Jun-95 ,0.7180,0.0347,0.8672,0.7139,0.1827,0.0082,0.2029,1.5963,0.0006,0.6378,0.1383
